otu name	Taxonomy	Percent Homology	evalue	bitscore	1.Nezara.viridula.Infected.Fat.Body	2.Nezara.viridula.Infected.Ovary	3.Nezara.viridula.Infected.Spermatheca	4.Nezara.viridula.Infected.Egg	5.Nezara.viridula.Clean.Fat.Body	6.Nezara.viridula.Clean.Ovary	7.Nezara.viridula.Clean.Spermatheca	8.Nezara.viridula.Clean.Egg
OTU_190	uncultured lentzea sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__pseudonocardiaceae;g__lentzea;s__lentzea spp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__pseudonocardineae	97.8021978	1.14E-129	466.555	0	0	0	1	15	0	0	0
OTU_191	ef010981.1 pseudomonas putida str. pm15  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__pseudomonadaceae;g__pseudomonas;s__pseudomonas putida;superkingdom__bacteria;species group  pseudomonas putida group	98.53479853	2.20E-132	475.572	0	0	0	1	0	14	1	0
OTU_192	nr_027610.1 hyphomicrobium facile subsp. ureaphilum str. ifam co_582 ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__hyphomicrobiaceae;g__hyphomicrobium;s__hyphomicrobium facile;superkingdom__bacteria	98.9010989	1.80E-133	479.179	3	0	0	0	0	13	0	0
OTU_193	xanthomonas sp. ly3 ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__xanthomonadales;f__xanthomonadaceae;g__xanthomonas;s__xanthomonas sp.;superkingdom__bacteria	95.23809524	6.73E-120	434.095	0	0	16	0	0	0	0	0
OTU_194	actinomadura sp. ams667 ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__thermomonosporaceae;g__actinomadura;s__actinomadura sp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__streptosporangineae	98.9010989	1.80E-133	479.179	0	0	0	0	0	0	16	0
OTU_195	uncultured pedosphaera sp. ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__verrucomicrobia subdivision 3;g__pedosphaera;s__pedosphaera spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	98.16849817	9.35E-131	470.162	0	0	0	0	0	0	0	16
OTU_196	uncultured rubellimicrobium sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodobacterales;f__rhodobacteraceae;g__rubellimicrobium;s__rubellimicrobium spp.;superkingdom__bacteria	96.7032967	2.06E-126	455.735	0	1	0	0	0	14	0	0
OTU_197	aj314919.1 corynebacterium appendicis str. dsm 44531t immib r_3491  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__corynebacteriaceae;g__corynebacterium;s__corynebacterium appendicis;superkingdom__bacteria;subclass  actinobacteridae;suborder__corynebacterineae	98.90510949	5.19E-134	480.982	1	0	0	0	0	13	0	0
OTU_198	uncultured alterierythrobacter sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__erythrobacteraceae;g__altererythrobacter;s__altererythrobacter spp.;superkingdom__bacteria	98.9010989	1.80E-133	479.179	0	0	0	0	6	11	0	0
OTU_199	ankylochrysis lutea ;k__eukaryota;p__eukaryota;c__pelagophyceae;o__sarcinochrysidales;f__sarcinochrysidales;g__ankylochrysis;s__ankylochrysis lutea;superkingdom__eukaryota	81.45454545	7.30E-69	264.578	0	0	0	0	0	14	0	0
OTU_200	gq010055.1 topographical and temporal human skin microbiome skin toe web space clone nbw782d03c1  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__williamsiaceae;g__williamsia;s__williamsia muralis;superkingdom__bacteria;subclass  actinobacteridae;suborder__corynebacterineae	98.89705882	6.27E-133	477.376	0	0	0	0	0	14	0	0
OTU_201	uncultured porphyromonas sp. ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__porphyromonadaceae;g__porphyromonas;s__porphyromonas spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	98.53479853	2.20E-132	475.572	0	0	0	0	1	12	0	0
OTU_202	aj294412.1 knoellia sinensis str. dsm 12331 = hki 011  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__intrasporangiaceae;g__knoellia;s__knoellia sinensis;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	98.9010989	1.80E-133	479.179	0	1	2	0	0	9	0	1
OTU_203	dq026511.1 xenorhabdus nematophila str. pdbc scx1  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__enterobacteriales;f__enterobacteriaceae;g__serratia;s__serratia marcescens;superkingdom__bacteria	98.9010989	1.80E-133	479.179	29	48	8	5	314	67	13	5
OTU_204	sphingomonas sp. pf_k ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__sphingomonadaceae;g__sphingomonas;s__sphingomonas sp.;superkingdom__bacteria	98.9010989	1.80E-133	479.179	0	0	0	0	0	0	13	0
OTU_205	af542074.1 kocuria varians str. atcc 15306  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__micrococcaceae;g__kocuria;s__kocuria rhizophila;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	98.9010989	1.80E-133	479.179	3	0	0	0	0	17	0	0
OTU_206	uncultured mesorhizobium sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__phyllobacteriaceae;g__mesorhizobium;s__mesorhizobium spp.;superkingdom__bacteria	97.06959707	5.90E-127	457.539	0	0	0	0	12	0	0	0
OTU_207	x80681.1 salmonella typhimurium str. atcc 13311  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__enterobacteriales;f__enterobacteriaceae;g__salmonella;s__salmonella enterica;superkingdom__bacteria;subspecies  salmonella enterica subsp. enterica	97.06959707	5.90E-127	457.539	27	6	0	0	1	0	0	0
OTU_208	uncultured eubacterium sp. ;k__bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__eubacteriaceae;g__eubacterium;s__eubacterium spp.;superkingdom__bacteria	97.8021978	1.14E-129	466.555	0	0	0	0	12	0	0	0
OTU_209	uncultured sporocytophaga sp. ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__sporocytophaga;s__sporocytophaga spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	97.81021898	3.28E-130	468.359	0	0	0	1	12	0	0	0
OTU_210	eterusia aedea ;k__metazoa;p__arthropoda;c__insecta;o__lepidoptera;f__zygaenidae;g__eterusia;s__eterusia aedea;subfamily__chalcosiinae;superfamily__zygaenoidea;parvorder__heteroneura;infraorder__neolepidoptera;suborder__glossata;superorder__amphiesmenoptera;infraclass  endopterygota;subclass  neoptera;superclass  hexapoda;superkingdom__eukaryota	92.30769231	0.81068	39.157	0	0	2	0	1	0	9	0
OTU_211	uncultured syntrophomonas sp. ;k__bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__syntrophomonadaceae;g__syntrophomonas;s__syntrophomonas spp.;superkingdom__bacteria	98.53479853	2.20E-132	475.572	0	0	12	0	0	0	0	0
OTU_212	gq086085.1 topographical and temporal human skin microbiome skin interdigital web space clone nbw285d10c1  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__cardiobacteriales;f__cardiobacteriaceae;g__cardiobacterium;s__cardiobacterium hominis;superkingdom__bacteria	98.9010989	1.80E-133	479.179	0	0	0	0	18	0	0	0
OTU_213	uncultured thiorhodospira sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__chromatiales;f__ectothiorhodospiraceae;g__thiorhodospira;s__thiorhodospira spp.;superkingdom__bacteria	95.23809524	6.73E-120	434.095	0	0	0	0	0	0	11	0
OTU_214	fj169626.1 amphibacillus sp. str. y1  ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__bacillaceae;g__natronobacillus;s__natronobacillus azotifigens;superkingdom__bacteria	91.57509158	2.51E-106	389.011	0	0	0	0	0	11	0	0
OTU_215	uncultured longilinea sp. ;k__bacteria;p__chloroflexi;c__anaerolineae;o__anaerolineales;f__anaerolineaceae;g__longilinea;s__longilinea spp.;superkingdom__bacteria	96.33699634	3.06E-124	448.522	0	0	0	0	0	0	11	0
OTU_216	luteimonas sp. cife_ht3 ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__xanthomonadales;f__xanthomonadaceae;g__luteimonas;s__luteimonas sp.;superkingdom__bacteria	98.9010989	1.80E-133	479.179	0	0	11	0	0	1	0	0
OTU_217	uncultured rhodopseudomonas sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__bradyrhizobiaceae;g__rhodopseudomonas;s__rhodopseudomonas spp.;superkingdom__bacteria	99.27007299	1.22E-135	486.393	0	0	0	0	11	0	0	0
OTU_218	aj420806.1 enterococcus mundtii str. cect972t  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus mundtii;superkingdom__bacteria	95.40636042	3.27E-124	448.522	1	0	15	27	0	0	0	1
OTU_219	dq868767.1 pseudomonas tuomuerense str. yuhua xin  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__pseudomonadaceae;g__pseudomonas;s__pseudomonas tuomuerense;superkingdom__bacteria	97.76119403	5.88E-127	457.539	0	0	0	0	1	10	0	0
OTU_220	rhizobium mongolense ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__rhizobiaceae;g__rhizobium;s__rhizobium mongolense;superkingdom__bacteria	98.53479853	2.20E-132	475.572	0	0	0	0	1	9	0	0
OTU_221	uncultured fluviicola sp. ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__cryomorphaceae;g__fluviicola;s__fluviicola spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	98.16849817	9.35E-131	470.162	0	0	10	0	0	0	0	0
OTU_222	am277334.2 fecal microbiota irritable bowel syndrome patients significantly that healthy subjects human faecal clone ap07s.31  ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__bacillales;g__gemella;s__gemella sanguinis;superkingdom__bacteria	99.26739927	4.24E-135	484.589	8	0	1	0	0	0	0	0
OTU_223	af399970.1 xanthobacter viscosus str. 7d  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__xanthobacteraceae;g__xanthobacter;s__xanthobacter autotrophicus;superkingdom__bacteria	94.13919414	4.25E-116	421.471	0	0	0	0	0	0	9	0
OTU_224	aj239293.1 neisseria sicca str. q28  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__neisseriales;f__neisseriaceae;g__neisseria;s__neisseria sicca;superkingdom__bacteria	98.9010989	1.80E-133	479.179	0	2	8	0	0	0	0	0
OTU_225	___af327408.1__gi:33340569_  ;k__fungi;p__microsporidia;c__microsporidia;o__microsporidia;f__burenellidae;g__vairimorpha;s__vairimorpha cheracis;superkingdom__eukaryota;suborder__pansporoblastina	97.10144928	7.48E-93	343.926	110	139	2	3	0	1	0	2
OTU_226	gq021545.1 topographical and temporal human skin microbiome skin plantar heel clone nbu279e11c1  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__oxalobacteraceae;g__massilia;s__massilia timonae;superkingdom__bacteria	98.4375	3.72E-123	444.915	0	0	0	0	0	0	0	13
OTU_227	am399030.1 rhodobacter changlaii str. ja139  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodobacterales;f__rhodobacteraceae;g__gemmobacter;s__rhodobacter changlaii;superkingdom__bacteria	98.9010989	1.80E-133	479.179	0	0	0	1	0	22	0	0
OTU_228	zea mays ;k__viridiplantae;p__streptophyta;c__liliopsida;o__poales;f__poaceae;g__zea;s__zea mays;tribe__andropogoneae;subfamily__panicoideae;subclass  commelinids;superkingdom__eukaryota	89.66789668	1.21E-97	360.157	0	0	0	0	0	0	0	9
OTU_229	enterococcus sp. crp13 ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus sp.;superkingdom__bacteria	97.43589744	4.84E-128	461.145	9	3	103	422	18	10	15	7
OTU_230	uncultured geodermatophilus sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__geodermatophilaceae;g__geodermatophilus;s__geodermatophilus spp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__frankineae	99.63369963	3.48E-136	488.196	0	0	0	0	0	7	1	0
OTU_231	gq021545.1 topographical and temporal human skin microbiome skin plantar heel clone nbu279e11c1  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__oxalobacteraceae;g__massilia;s__massilia timonae;superkingdom__bacteria	97.7443609	8.72E-125	450.325	1	1	3	4	5	1	1	175
OTU_232	af224309.1 haemophilus influenzae subsp. intermedius str. mccm 02083 mccm  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pasteurellales;f__pasteurellaceae;g__haemophilus;s__haemophilus influenzae;superkingdom__bacteria	98.9010989	1.80E-133	479.179	9	0	0	0	0	0	0	0
OTU_233	uncultured verrucomicrobium sp. ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__verrucomicrobiaceae;g__verrucomicrobium;s__verrucomicrobium spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	91.20879121	3.06E-105	385.404	0	0	0	0	0	8	0	0
OTU_234	af335596.2 enterococcus villorum str. atcc 700913  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus villorum;superkingdom__bacteria	100	5.73E-127	457.539	8	3	544	5778	13	11	25	13
OTU_235	af529109.1 trichloroethene_contaminated site clone ftl254 proteobacterium  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__oxalobacteraceae;g__massilia;s__massilia timonae;superkingdom__bacteria	99.13419913	2.80E-111	405.241	0	1	0	1	1	0	2	25
OTU_236	eu863654.1 anaerobiospirillum succiniciproducens str. 6626  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__aeromonadales;f__succinivibrionaceae;g__anaerobiospirillum;s__anaerobiospirillum succiniciproducens;superkingdom__bacteria	95.95588235	4.52E-122	441.308	0	0	0	0	0	8	0	0
OTU_237	uncultured methylothermus sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__methylococcales;f__methylothermaceae;g__methylothermus;s__methylothermus spp.;superkingdom__bacteria	80.60836502	1.00E-60	237.528	0	0	0	0	0	0	8	0
OTU_238	dolosigranulum pigrum ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__carnobacteriaceae;g__dolosigranulum;s__dolosigranulum pigrum;superkingdom__bacteria	100	3.08E-130	468.359	0	1	0	0	0	0	0	7
OTU_239	alkalibacterium iburiense ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__carnobacteriaceae;g__alkalibacterium;s__alkalibacterium iburiense;superkingdom__bacteria	98.53479853	2.20E-132	475.572	0	0	0	0	0	14	0	0
OTU_240	af335596.2 enterococcus villorum str. atcc 700913  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus villorum;superkingdom__bacteria	95.6043956	1.58E-121	439.505	0	0	10	33	0	0	1	0
OTU_241	uncultured conexibacter sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__solirubrobacterales;f__conexibacteraceae;g__conexibacter;s__conexibacter spp.;superkingdom__bacteria;subclass  rubrobacteridae	92.67399267	1.14E-110	403.438	0	0	0	0	14	0	0	0
OTU_242	gq104861.1 topographical and temporal human skin microbiome skin toe web space clone nbw569c07c1  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__bifidobacteriales;f__bifidobacteriaceae;g__alloscardovia;s__alloscardovia omnicolens;superkingdom__bacteria;subclass  actinobacteridae	98.9010989	1.80E-133	479.179	0	0	0	0	0	9	0	0
OTU_243	___ab250167.1__gi:106364852_  ;k__fungi;p__fungi;c__mucoromycotina;o__mucorales;f__rhizopodaceae;g__rhizopus;s__rhizopus stolonifer;superkingdom__eukaryota;subphylum__mucoromycotina;suborder__mucorineae;varietas  rhizopus stolonifer var. stolonifer	100	0	764.111	0	0	0	0	8	0	0	0
OTU_244	y17052.1 burkholderia glathei str. atcc 29195t ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiaceae;g__burkholderia;s__burkholderia glathei;superkingdom__bacteria	93.40659341	2.20E-113	412.454	1	1	0	0	15	0	5	3
OTU_245	laceyella sp. cctcc ab 2012157 ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__thermoactinomycetaceae;g__laceyella;s__laceyella sp.;superkingdom__bacteria	92.27941176	1.69E-108	396.224	0	8	0	0	0	0	0	0
OTU_246	xanthomonas sp. mj10 ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__xanthomonadales;f__xanthomonadaceae;g__xanthomonas;s__xanthomonas sp.;superkingdom__bacteria	97.43589744	5.88E-127	457.539	0	0	8	0	0	0	0	0
OTU_247	olsenella sp. sk9k4 ;k__bacteria;p__actinobacteria;c__actinobacteria;o__coriobacteriales;f__coriobacteriaceae;g__olsenella;s__olsenella sp.;superkingdom__bacteria;subclass  coriobacteridae;suborder__coriobacterineae	98.52941176	7.64E-132	473.769	0	0	0	0	0	0	8	0
OTU_248	eu704216.1 human biliary stents clone klond03  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus faecalis;superkingdom__bacteria	96.33699634	3.06E-124	448.522	0	0	24	75	0	1	1	0
OTU_249	uncultured geobacter sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfuromonadales;f__geobacteraceae;g__geobacter;s__geobacter spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	87.54578755	1.14E-91	340.32	0	0	0	0	0	0	14	0
OTU_250	uncultured enterococcus sp. ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus spp.;superkingdom__bacteria	94.52054795	2.22E-126	455.735	3	0	68	290	0	1	0	0
OTU_251	uncultured ruminococcus sp. ;k__bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__ruminococcaceae;g__ruminococcus;s__ruminococcus spp.;superkingdom__bacteria	93.77289377	1.81E-114	416.061	0	0	0	1	0	0	6	0
OTU_252	eu024179.1 burkholderia ubonensis str. cip 107078  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiaceae;g__burkholderia;s__burkholderia ubonensis;superkingdom__bacteria	98.9010989	1.80E-133	479.179	2	4	0	0	0	0	0	1
OTU_253	uncultured verrucomicrobium sp. ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__verrucomicrobiaceae;g__verrucomicrobium;s__verrucomicrobium spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	96.33699634	3.06E-124	448.522	0	0	7	0	0	0	0	0
OTU_254	homo sapiens ;k__metazoa;p__chordata;c__mammalia;o__primates;f__hominidae;g__homo;s__homo sapiens;subfamily__homininae;superfamily__hominoidea;parvorder__catarrhini;infraorder__simiiformes;suborder__haplorrhini;superorder__euarchontoglires;subphylum__craniata;superkingdom__eukaryota	100	8.28655	35.5503	0	0	0	6	0	0	1	0
OTU_255	uncultured paludibacter sp. ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__porphyromonadaceae;g__paludibacter;s__paludibacter spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	93.40659341	2.20E-113	412.454	7	0	0	0	0	0	0	0
OTU_256	uncultured dechloromonas sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__rhodocyclales;f__rhodocyclaceae;g__dechloromonas;s__dechloromonas spp.;superkingdom__bacteria	97.79411765	3.96E-129	464.752	0	0	7	0	0	0	0	0
OTU_257	rhizobium sp. btr 17 ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__rhizobiaceae;g__rhizobium;s__rhizobium sp.;superkingdom__bacteria	98.9010989	1.80E-133	479.179	0	0	1	0	0	10	0	0
OTU_258	gq433962.1 subseafloor ocean crust microbial observatories: (f_through osmo colonization system) and evaluation borehole materials seafloor black flocs colonization experiment glass wool clone blkflocs_h02  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__pseudomonadaceae;g__pseudomonas;s__pseudomonas stutzeri;superkingdom__bacteria;species group  pseudomonas stutzeri group;species subgroup  pseudomonas stutzeri subgroup	95.6043956	1.58E-121	439.505	2	0	0	0	0	132	2	1
OTU_259	uncultured pantoea sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__enterobacteriales;f__enterobacteriaceae;g__pantoea;s__pantoea spp.;superkingdom__bacteria	94.17808219	9.44E-125	450.325	7	3	0	2	86	5	25	1
OTU_260	hymenobacter xinjiangensis ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__hymenobacter;s__hymenobacter xinjiangensis;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	98.9010989	1.80E-133	479.179	0	0	0	0	0	0	0	6
OTU_261	uncultured candidatus microthrix sp. ;k__bacteria;p__actinobacteria;c__acidimicrobiia;o__acidimicrobiales;f__microthrixaceae;g__candidatus microthrix;s__uncultured candidatus microthrix sp.;superkingdom__bacteria	98.90510949	5.19E-134	480.982	0	6	0	0	0	0	0	0
OTU_262	uncultured pantoea sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__enterobacteriales;f__enterobacteriaceae;g__pantoea;s__pantoea spp.;superkingdom__bacteria	95.97069597	1.30E-122	443.112	36	6	1	7	250	15	70	6
OTU_263	___dq384613.1__gi:90994343_  ;k__fungi;p__ascomycota;c__dothideomycetes;o__pleosporales;f__pleosporaceae;g__alternaria;s__alternaria sp.;suborder__pleosporineae;subclass  pleosporomycetidae;subphylum__pezizomycotina;subkingdom__dikarya;superkingdom__eukaryota	99.65986395	1.53E-147	526.067	0	6	0	0	0	0	0	0
OTU_264	dq129585.1 urban aerosol clone akiw587  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__geodermatophilaceae;g__blastococcus;s__blastococcus aggregatus;superkingdom__bacteria;subclass  actinobacteridae;suborder__frankineae	99.63235294	1.21E-135	486.393	0	0	0	0	0	3	0	3
OTU_265	uncultured isoptericola sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__promicromonosporaceae;g__isoptericola;s__isoptericola spp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	97.43589744	4.84E-128	461.145	0	0	5	0	1	0	0	1
OTU_266	uncultured paludibacter sp. ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__porphyromonadaceae;g__paludibacter;s__paludibacter spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	93.04029304	9.36E-112	407.044	0	0	0	0	0	6	0	0
OTU_267	uncultured flavisolibacter sp. ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__chitinophagaceae;g__flavisolibacter;s__flavisolibacter spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	79.31034483	6.75E-05	51.7806	0	0	0	0	0	6	0	0
OTU_268	uncultured nocardioides sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__nocardioidaceae;g__nocardioides;s__nocardioides spp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__propionibacterineae	98.16849817	9.35E-131	470.162	0	0	0	0	0	6	0	0
OTU_269	uncultured ethanoligenens sp. ;k__bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__ruminococcaceae;g__ethanoligenens;s__ethanoligenens spp.;superkingdom__bacteria	98.53479853	2.20E-132	475.572	0	4	0	0	0	0	0	2
OTU_270	dokdonella sp. cc_yhh031 ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__xanthomonadales;f__xanthomonadaceae;g__dokdonella;s__dokdonella sp.;superkingdom__bacteria	97.06959707	5.90E-127	457.539	0	0	0	0	0	6	0	0
OTU_271	gq433962.1 subseafloor ocean crust microbial observatories: (f_through osmo colonization system) and evaluation borehole materials seafloor black flocs colonization experiment glass wool clone blkflocs_h02  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__pseudomonadaceae;g__pseudomonas;s__pseudomonas stutzeri;superkingdom__bacteria;species group  pseudomonas stutzeri group;species subgroup  pseudomonas stutzeri subgroup	94.69964664	1.40E-122	443.112	0	0	0	0	0	64	0	0
OTU_272	uncultured fluviicola sp. ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__cryomorphaceae;g__fluviicola;s__fluviicola spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	92.30769231	4.85E-109	398.027	6	0	0	0	0	0	0	0
OTU_273	fj368332.1 feces adult twins and mothers ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus lactis;superkingdom__bacteria	96.7032967	2.51E-125	452.129	0	0	14	92	0	0	0	1
OTU_274	ab286021.1 microbacterium sediminicola str. ym10_847  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__microbacteriaceae;g__microbacterium;s__microbacterium sediminicola;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	99.26739927	4.24E-135	484.589	0	0	0	0	0	1	7	0
OTU_275	strongyloides stercoralis ;k__metazoa;p__nematoda;c__chromadorea;o__rhabditida;f__strongyloididae;g__strongyloides;s__strongyloides stercoralis;superfamily__panagrolaimoidea;superkingdom__eukaryota	80.39215686	0.169321	40.9604	1	0	0	0	0	0	4	0
OTU_276	enterococcus faecium ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus faecium;superkingdom__bacteria	97.01492537	3.06E-124	448.522	3	1	42	137	0	0	0	0
OTU_277	uncultured pantoea sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__enterobacteriales;f__enterobacteriaceae;g__pantoea;s__pantoea spp.;superkingdom__bacteria	96.7032967	2.51E-125	452.129	3	0	0	2	24	0	3	1
OTU_278	___xm_002546342.1__gi:255722907_  ;k__fungi;p__ascomycota;c__saccharomycetes;o__saccharomycetales;f__debaryomycetaceae;g__candida;s__candida tropicalis;subphylum__saccharomycotina;subkingdom__dikarya;superkingdom__eukaryota	92.59259259	1.98802	37.3537	0	0	0	0	0	0	6	0
OTU_279	flavisolibacter ginsengisoli ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__chitinophagaceae;g__flavisolibacter;s__flavisolibacter ginsengisoli;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	99.26739927	4.24E-135	484.589	0	0	0	0	5	0	0	0
OTU_280	uncultured legionella sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__legionellales;f__legionellaceae;g__legionella;s__legionella spp.;superkingdom__bacteria	93.77289377	1.81E-114	416.061	0	0	0	0	0	5	0	0
OTU_281	gq433962.1 subseafloor ocean crust microbial observatories: (f_through osmo colonization system) and evaluation borehole materials seafloor black flocs colonization experiment glass wool clone blkflocs_h02  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__pseudomonadaceae;g__pseudomonas;s__pseudomonas stutzeri;superkingdom__bacteria;species group  pseudomonas stutzeri group;species subgroup  pseudomonas stutzeri subgroup	95.6043956	1.58E-121	439.505	0	0	0	0	0	15	0	0
