otu name	Taxonomy	Percent Homology	evalue	bitscore	homology extract gibbsfree_otu/gibbsfree_homolog	total length gibbsfree_otu/otu_lenth/gibbsfree_homolog/homolog_length	1.Nezara.viridula.Infected.Fat.Body	2.Nezara.viridula.Infected.Ovary	3.Nezara.viridula.Infected.Spermatheca	4.Nezara.viridula.Infected.Egg	5.Nezara.viridula.Clean.Fat.Body	6.Nezara.viridula.Clean.Ovary	7.Nezara.viridula.Clean.Spermatheca	8.Nezara.viridula.Clean.Egg	
OTU_196	uncultured rubellimicrobium sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodobacterales;f__rhodobacteraceae;g__rubellimicrobium;s__rubellimicrobium spp.;superkingdom__bacteria	96.7032967032967	2.05942e-126	455.735			0	1	0	0	0	14	0	0
OTU_197	aj314919.1 corynebacterium appendicis str. dsm 44531t immib r_3491  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__corynebacteriaceae;g__corynebacterium;s__corynebacterium appendicis;superkingdom__bacteria;subclass  actinobacteridae;suborder__corynebacterineae	98.9051094890511	5.19248e-134	480.982			1	0	0	0	0	13	0	0
OTU_198	uncultured alterierythrobacter sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__erythrobacteraceae;g__altererythrobacter;s__altererythrobacter spp.;superkingdom__bacteria	98.9010989010989	1.80493e-133	479.179			0	0	0	0	6	11	0	0
OTU_200	gq010055.1 topographical and temporal human skin microbiome skin toe web space clone nbw782d03c1  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__williamsiaceae;g__williamsia;s__williamsia muralis;superkingdom__bacteria;subclass  actinobacteridae;suborder__corynebacterineae	98.8970588235294	6.27389e-133	477.376			0	0	0	0	0	14	0	0
OTU_201	uncultured porphyromonas sp. ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__porphyromonadaceae;g__porphyromonas;s__porphyromonas spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	98.5347985347985	2.19885e-132	475.572			0	0	0	0	1	12	0	0
OTU_202	aj294412.1 knoellia sinensis str. dsm 12331 = hki 011  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__intrasporangiaceae;g__knoellia;s__knoellia sinensis;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	98.9010989010989	1.80493e-133	479.179			0	1	2	0	0	9	0	1
OTU_203	dq026511.1 xenorhabdus nematophila str. pdbc scx1  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__enterobacteriales;f__enterobacteriaceae;g__serratia;s__serratia marcescens;superkingdom__bacteria	98.9010989010989	1.80493e-133	479.179			29	48	8	5	314	67	13	5
OTU_204	sphingomonas sp. pf_k ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__sphingomonadaceae;g__sphingomonas;s__sphingomonas sp.;superkingdom__bacteria	98.9010989010989	1.80493e-133	479.179			0	0	0	0	0	0	13	0
OTU_205	af542074.1 kocuria varians str. atcc 15306  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__micrococcaceae;g__kocuria;s__kocuria rhizophila;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	98.9010989010989	1.80493e-133	479.179			3	0	0	0	0	17	0	0
OTU_206	uncultured mesorhizobium sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__phyllobacteriaceae;g__mesorhizobium;s__mesorhizobium spp.;superkingdom__bacteria	97.0695970695971	5.90034e-127	457.539			0	0	0	0	12	0	0	0
OTU_207	x80681.1 salmonella typhimurium str. atcc 13311  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__enterobacteriales;f__enterobacteriaceae;g__salmonella;s__salmonella enterica;superkingdom__bacteria;subspecies  salmonella enterica subsp. enterica	97.0695970695971	5.90034e-127	457.539			27	6	0	0	1	0	0	0
OTU_208	uncultured eubacterium sp. ;k__bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__eubacteriaceae;g__eubacterium;s__eubacterium spp.;superkingdom__bacteria	97.8021978021978	1.13903e-129	466.555			0	0	0	0	12	0	0	0
OTU_209	uncultured sporocytophaga sp. ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__sporocytophaga;s__sporocytophaga spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	97.8102189781022	3.27681e-130	468.359			0	0	0	1	12	0	0	0
OTU_211	uncultured syntrophomonas sp. ;k__bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__syntrophomonadaceae;g__syntrophomonas;s__syntrophomonas spp.;superkingdom__bacteria	98.5347985347985	2.19885e-132	475.572			0	0	12	0	0	0	0	0
OTU_212	gq086085.1 topographical and temporal human skin microbiome skin interdigital web space clone nbw285d10c1  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__cardiobacteriales;f__cardiobacteriaceae;g__cardiobacterium;s__cardiobacterium hominis;superkingdom__bacteria	98.9010989010989	1.80493e-133	479.179			0	0	0	0	18	0	0	0
OTU_213	uncultured thiorhodospira sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__chromatiales;f__ectothiorhodospiraceae;g__thiorhodospira;s__thiorhodospira spp.;superkingdom__bacteria	95.2380952380952	6.73228e-120	434.095			0	0	0	0	0	0	11	0
OTU_214	fj169626.1 amphibacillus sp. str. y1  ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__bacillaceae;g__natronobacillus;s__natronobacillus azotifigens;superkingdom__bacteria	91.5750915750916	2.5111e-106	389.011			0	0	0	0	0	11	0	0
OTU_215	uncultured longilinea sp. ;k__bacteria;p__chloroflexi;c__anaerolineae;o__anaerolineales;f__anaerolineaceae;g__longilinea;s__longilinea spp.;superkingdom__bacteria	96.3369963369963	3.05645e-124	448.522			0	0	0	0	0	0	11	0
OTU_216	luteimonas sp. cife_ht3 ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__xanthomonadales;f__xanthomonadaceae;g__luteimonas;s__luteimonas sp.;superkingdom__bacteria	98.9010989010989	1.80493e-133	479.179			0	0	11	0	0	1	0	0
OTU_217	uncultured rhodopseudomonas sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__bradyrhizobiaceae;g__rhodopseudomonas;s__rhodopseudomonas spp.;superkingdom__bacteria	99.2700729927007	1.22115e-135	486.393			0	0	0	0	11	0	0	0
OTU_218	aj420806.1 enterococcus mundtii str. cect972t  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus mundtii;superkingdom__bacteria	95.4063604240283	3.27028e-124	448.522			1	0	15	27	0	0	0	1
OTU_219	dq868767.1 pseudomonas tuomuerense str. yuhua xin  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__pseudomonadaceae;g__pseudomonas;s__pseudomonas tuomuerense;superkingdom__bacteria	97.7611940298508	5.87606e-127	457.539			0	0	0	0	1	10	0	0
OTU_220	rhizobium mongolense ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__rhizobiaceae;g__rhizobium;s__rhizobium mongolense;superkingdom__bacteria	98.5347985347985	2.19885e-132	475.572			0	0	0	0	1	9	0	0
OTU_221	uncultured fluviicola sp. ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__cryomorphaceae;g__fluviicola;s__fluviicola spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	98.1684981684982	9.34975e-131	470.162			0	0	10	0	0	0	0	0
OTU_222	am277334.2 fecal microbiota irritable bowel syndrome patients significantly that healthy subjects human faecal clone ap07s.31  ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__bacillales;g__gemella;s__gemella sanguinis;superkingdom__bacteria	99.2673992673993	4.24478e-135	484.589			8	0	1	0	0	0	0	0
OTU_223	af399970.1 xanthobacter viscosus str. 7d  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__xanthobacteraceae;g__xanthobacter;s__xanthobacter autotrophicus;superkingdom__bacteria	94.1391941391941	4.24853e-116	421.471			0	0	0	0	0	0	9	0
OTU_224	aj239293.1 neisseria sicca str. q28  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__neisseriales;f__neisseriaceae;g__neisseria;s__neisseria sicca;superkingdom__bacteria	98.9010989010989	1.80493e-133	479.179			0	2	8	0	0	0	0	0
OTU_226	gq021545.1 topographical and temporal human skin microbiome skin plantar heel clone nbu279e11c1  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__oxalobacteraceae;g__massilia;s__massilia timonae;superkingdom__bacteria	98.4375	3.72352e-123	444.915			0	0	0	0	0	0	0	13
OTU_227	am399030.1 rhodobacter changlaii str. ja139  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodobacterales;f__rhodobacteraceae;g__gemmobacter;s__rhodobacter changlaii;superkingdom__bacteria	98.9010989010989	1.80493e-133	479.179			0	0	0	1	0	22	0	0
OTU_229	enterococcus sp. crp13 ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus sp.;superkingdom__bacteria	97.4358974358974	4.84329e-128	461.145			9	3	103	422	18	10	15	7
OTU_230	uncultured geodermatophilus sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__geodermatophilaceae;g__geodermatophilus;s__geodermatophilus spp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__frankineae	99.6336996336996	3.48433e-136	488.196			0	0	0	0	0	7	1	0
OTU_231	gq021545.1 topographical and temporal human skin microbiome skin plantar heel clone nbu279e11c1  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__oxalobacteraceae;g__massilia;s__massilia timonae;superkingdom__bacteria	97.7443609022556	8.72084e-125	450.325			1	1	3	4	5	1	1	175
OTU_232	af224309.1 haemophilus influenzae subsp. intermedius str. mccm 02083 mccm  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pasteurellales;f__pasteurellaceae;g__haemophilus;s__haemophilus influenzae;superkingdom__bacteria	98.9010989010989	1.80493e-133	479.179			9	0	0	0	0	0	0	0
OTU_233	uncultured verrucomicrobium sp. ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__verrucomicrobiaceae;g__verrucomicrobium;s__verrucomicrobium spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	91.2087912087912	3.05915e-105	385.404			0	0	0	0	0	8	0	0
OTU_234	af335596.2 enterococcus villorum str. atcc 700913  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus villorum;superkingdom__bacteria	100	5.73037e-127	457.539			8	3	544	5778	13	11	25	13
OTU_235	af529109.1 trichloroethene_contaminated site clone ftl254 proteobacterium  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__oxalobacteraceae;g__massilia;s__massilia timonae;superkingdom__bacteria	99.1341991341991	2.79582e-111	405.241			0	1	0	1	1	0	2	25
OTU_236	eu863654.1 anaerobiospirillum succiniciproducens str. 6626  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__aeromonadales;f__succinivibrionaceae;g__anaerobiospirillum;s__anaerobiospirillum succiniciproducens;superkingdom__bacteria	95.9558823529412	4.51751e-122	441.308			0	0	0	0	0	8	0	0
OTU_237	uncultured methylothermus sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__methylococcales;f__methylothermaceae;g__methylothermus;s__methylothermus spp.;superkingdom__bacteria	80.6083650190114	1.00181e-60	237.528			0	0	0	0	0	0	8	0
OTU_238	dolosigranulum pigrum ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__carnobacteriaceae;g__dolosigranulum;s__dolosigranulum pigrum;superkingdom__bacteria	100	3.07537e-130	468.359			0	1	0	0	0	0	0	7
OTU_239	alkalibacterium iburiense ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__carnobacteriaceae;g__alkalibacterium;s__alkalibacterium iburiense;superkingdom__bacteria	98.5347985347985	2.19885e-132	475.572			0	0	0	0	0	14	0	0
OTU_240	af335596.2 enterococcus villorum str. atcc 700913  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus villorum;superkingdom__bacteria	95.6043956043956	1.58328e-121	439.505			0	0	10	33	0	0	1	0
OTU_241	uncultured conexibacter sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__solirubrobacterales;f__conexibacteraceae;g__conexibacter;s__conexibacter spp.;superkingdom__bacteria;subclass  rubrobacteridae	92.6739926739927	1.14004e-110	403.438			0	0	0	0	14	0	0	0
OTU_242	gq104861.1 topographical and temporal human skin microbiome skin toe web space clone nbw569c07c1  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__bifidobacteriales;f__bifidobacteriaceae;g__alloscardovia;s__alloscardovia omnicolens;superkingdom__bacteria;subclass  actinobacteridae	98.9010989010989	1.80493e-133	479.179			0	0	0	0	0	9	0	0
OTU_244	y17052.1 burkholderia glathei str. atcc 29195t ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiaceae;g__burkholderia;s__burkholderia glathei;superkingdom__bacteria	93.4065934065934	2.20079e-113	412.454			1	1	0	0	15	0	5	3
OTU_245	laceyella sp. cctcc ab 2012157 ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__thermoactinomycetaceae;g__laceyella;s__laceyella sp.;superkingdom__bacteria	92.2794117647059	1.68501e-108	396.224			0	8	0	0	0	0	0	0
OTU_246	xanthomonas sp. mj10 ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__xanthomonadales;f__xanthomonadaceae;g__xanthomonas;s__xanthomonas sp.;superkingdom__bacteria	97.4358974358974	5.87606e-127	457.539			0	0	8	0	0	0	0	0
OTU_247	olsenella sp. sk9k4 ;k__bacteria;p__actinobacteria;c__actinobacteria;o__coriobacteriales;f__coriobacteriaceae;g__olsenella;s__olsenella sp.;superkingdom__bacteria;subclass  coriobacteridae;suborder__coriobacterineae	98.5294117647059	7.64316e-132	473.769			0	0	0	0	0	0	8	0
OTU_248	eu704216.1 human biliary stents clone klond03  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus faecalis;superkingdom__bacteria	96.3369963369963	3.05645e-124	448.522			0	0	24	75	0	1	1	0
OTU_249	uncultured geobacter sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfuromonadales;f__geobacteraceae;g__geobacter;s__geobacter spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	87.5457875457875	1.14105e-91	340.32			0	0	0	0	0	0	14	0
OTU_250	uncultured enterococcus sp. ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus spp.;superkingdom__bacteria	94.5205479452055	2.22044e-126	455.735			3	0	68	290	0	1	0	0
OTU_251	uncultured ruminococcus sp. ;k__bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__ruminococcaceae;g__ruminococcus;s__ruminococcus spp.;superkingdom__bacteria	93.7728937728938	1.80652e-114	416.061			0	0	0	1	0	0	6	0
OTU_252	eu024179.1 burkholderia ubonensis str. cip 107078  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiaceae;g__burkholderia;s__burkholderia ubonensis;superkingdom__bacteria	98.9010989010989	1.80493e-133	479.179			2	4	0	0	0	0	0	1
OTU_253	uncultured verrucomicrobium sp. ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__verrucomicrobiaceae;g__verrucomicrobium;s__verrucomicrobium spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	96.3369963369963	3.05645e-124	448.522			0	0	7	0	0	0	0	0
OTU_255	uncultured paludibacter sp. ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__porphyromonadaceae;g__paludibacter;s__paludibacter spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	93.4065934065934	2.20079e-113	412.454			7	0	0	0	0	0	0	0
OTU_256	uncultured dechloromonas sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__rhodocyclales;f__rhodocyclaceae;g__dechloromonas;s__dechloromonas spp.;superkingdom__bacteria	97.7941176470588	3.95926e-129	464.752			0	0	7	0	0	0	0	0
OTU_257	rhizobium sp. btr 17 ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__rhizobiaceae;g__rhizobium;s__rhizobium sp.;superkingdom__bacteria	98.9010989010989	1.80493e-133	479.179			0	0	1	0	0	10	0	0
OTU_258	gq433962.1 subseafloor ocean crust microbial observatories: (f_through osmo colonization system) and evaluation borehole materials seafloor black flocs colonization experiment glass wool clone blkflocs_h02  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__pseudomonadaceae;g__pseudomonas;s__pseudomonas stutzeri;superkingdom__bacteria;species group  pseudomonas stutzeri group;species subgroup  pseudomonas stutzeri subgroup	95.6043956043956	1.58328e-121	439.505			2	0	0	0	0	132	2	1
OTU_259	uncultured pantoea sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__enterobacteriales;f__enterobacteriaceae;g__pantoea;s__pantoea spp.;superkingdom__bacteria	94.1780821917808	9.44157e-125	450.325			7	3	0	2	86	5	25	1
OTU_260	hymenobacter xinjiangensis ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__hymenobacter;s__hymenobacter xinjiangensis;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	98.9010989010989	1.80493e-133	479.179			0	0	0	0	0	0	0	6
OTU_261	uncultured candidatus microthrix sp. ;k__bacteria;p__actinobacteria;c__acidimicrobiia;o__acidimicrobiales;f__microthrixaceae;g__candidatus microthrix;s__uncultured candidatus microthrix sp.;superkingdom__bacteria	98.9051094890511	5.19248e-134	480.982			0	6	0	0	0	0	0	0
OTU_262	uncultured pantoea sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__enterobacteriales;f__enterobacteriaceae;g__pantoea;s__pantoea spp.;superkingdom__bacteria	95.970695970696	1.29964e-122	443.112			36	6	1	7	250	15	70	6
OTU_264	dq129585.1 urban aerosol clone akiw587  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__geodermatophilaceae;g__blastococcus;s__blastococcus aggregatus;superkingdom__bacteria;subclass  actinobacteridae;suborder__frankineae	99.6323529411765	1.21115e-135	486.393			0	0	0	0	0	3	0	3
OTU_265	uncultured isoptericola sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__promicromonosporaceae;g__isoptericola;s__isoptericola spp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	97.4358974358974	4.84329e-128	461.145			0	0	5	0	1	0	0	1
OTU_266	uncultured paludibacter sp. ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__porphyromonadaceae;g__paludibacter;s__paludibacter spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	93.040293040293	9.35801e-112	407.044			0	0	0	0	0	6	0	0
OTU_267	uncultured flavisolibacter sp. ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__chitinophagaceae;g__flavisolibacter;s__flavisolibacter spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	79.3103448275862	6.75222e-05	51.7806			0	0	0	0	0	6	0	0
OTU_268	uncultured nocardioides sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__nocardioidaceae;g__nocardioides;s__nocardioides spp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__propionibacterineae	98.1684981684982	9.34975e-131	470.162			0	0	0	0	0	6	0	0
OTU_269	uncultured ethanoligenens sp. ;k__bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__ruminococcaceae;g__ethanoligenens;s__ethanoligenens spp.;superkingdom__bacteria	98.5347985347985	2.19885e-132	475.572			0	4	0	0	0	0	0	2
OTU_270	dokdonella sp. cc_yhh031 ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__xanthomonadales;f__xanthomonadaceae;g__dokdonella;s__dokdonella sp.;superkingdom__bacteria	97.0695970695971	5.90034e-127	457.539			0	0	0	0	0	6	0	0
OTU_271	gq433962.1 subseafloor ocean crust microbial observatories: (f_through osmo colonization system) and evaluation borehole materials seafloor black flocs colonization experiment glass wool clone blkflocs_h02  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__pseudomonadaceae;g__pseudomonas;s__pseudomonas stutzeri;superkingdom__bacteria;species group  pseudomonas stutzeri group;species subgroup  pseudomonas stutzeri subgroup	94.6996466431095	1.40125e-122	443.112			0	0	0	0	0	64	0	0
OTU_272	uncultured fluviicola sp. ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__cryomorphaceae;g__fluviicola;s__fluviicola spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	92.3076923076923	4.84757e-109	398.027			6	0	0	0	0	0	0	0
OTU_273	fj368332.1 feces adult twins and mothers ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus lactis;superkingdom__bacteria	96.7032967032967	2.50889e-125	452.129			0	0	14	92	0	0	0	1
OTU_274	ab286021.1 microbacterium sediminicola str. ym10_847  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__microbacteriaceae;g__microbacterium;s__microbacterium sediminicola;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	99.2673992673993	4.24478e-135	484.589			0	0	0	0	0	1	7	0
OTU_276	enterococcus faecium ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus faecium;superkingdom__bacteria	97.0149253731343	3.05645e-124	448.522			3	1	42	137	0	0	0	0
OTU_277	uncultured pantoea sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__enterobacteriales;f__enterobacteriaceae;g__pantoea;s__pantoea spp.;superkingdom__bacteria	96.7032967032967	2.50889e-125	452.129			3	0	0	2	24	0	3	1
OTU_279	flavisolibacter ginsengisoli ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__chitinophagaceae;g__flavisolibacter;s__flavisolibacter ginsengisoli;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	99.2673992673993	4.24478e-135	484.589			0	0	0	0	5	0	0	0
OTU_280	uncultured legionella sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__legionellales;f__legionellaceae;g__legionella;s__legionella spp.;superkingdom__bacteria	93.7728937728938	1.80652e-114	416.061			0	0	0	0	0	5	0	0
OTU_281	gq433962.1 subseafloor ocean crust microbial observatories: (f_through osmo colonization system) and evaluation borehole materials seafloor black flocs colonization experiment glass wool clone blkflocs_h02  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__pseudomonadaceae;g__pseudomonas;s__pseudomonas stutzeri;superkingdom__bacteria;species group  pseudomonas stutzeri group;species subgroup  pseudomonas stutzeri subgroup	95.6043956043956	1.58328e-121	439.505			0	0	0	0	0	15	0	0
OTU_282	pediococcus pentosaceus ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__lactobacillaceae;g__pediococcus;s__pediococcus pentosaceus;superkingdom__bacteria	99.6336996336996	3.48433e-136	488.196			0	0	0	1	0	0	0	4
OTU_283	gq008505.1 topographical and temporal human skin microbiome skin volar forearm clone nbw118a10c1  ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__elizabethkingia;s__elizabethkingia meningoseptica;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	98.9010989010989	1.80493e-133	479.179			0	0	0	0	0	0	5	0
OTU_284	methylobacterium sp. 9pnm_23 ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__methylobacteriaceae;g__methylobacterium;s__methylobacterium sp.;superkingdom__bacteria	98.9010989010989	1.80493e-133	479.179			0	0	0	0	0	5	0	0
OTU_286	ay566580.1 xanthomonas sp. str. pg_07  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__xanthomonadales;f__xanthomonadaceae;g__thermomonas;s__thermomonas fusca;superkingdom__bacteria	97.4358974358974	4.84329e-128	461.145			0	7	0	0	0	0	0	0
OTU_287	enterococcus hirae ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus hirae;superkingdom__bacteria	95.985401459854	4.53617e-122	441.308			0	0	2	7	0	0	0	0
OTU_288	uncultured roseburia sp. ;k__bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__lachnospiraceae;g__roseburia;s__roseburia spp.;superkingdom__bacteria	98.1684981684982	9.34975e-131	470.162			4	0	0	0	0	0	0	1
OTU_289	gq069161.1 topographical and temporal human skin microbiome skin volar forearm clone nbw229f07c1  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__methylobacteriaceae;g__methylobacterium;s__methylobacterium adhaesivum;superkingdom__bacteria	97.4358974358974	4.84329e-128	461.145			5	3	1	13	5	14	6	495
OTU_290	uncultured pantoea sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__enterobacteriales;f__enterobacteriaceae;g__pantoea;s__pantoea spp.;superkingdom__bacteria	95.970695970696	1.29964e-122	443.112			7	5	0	0	53	2	16	1
OTU_291	uncultured deinococcus sp. ;k__bacteria;p__deinococcus_thermus;c__deinococci;o__deinococcales;f__deinococcaceae;g__deinococcus;s__deinococcus spp.;superkingdom__bacteria	98.9010989010989	1.80493e-133	479.179			0	0	0	0	0	0	0	4
OTU_292	ay323525.1 prevotella melaninogenica str. atcc 25845  ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__prevotellaceae;g__prevotella;s__prevotella melaninogenica;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	98.9010989010989	1.80493e-133	479.179			0	0	0	0	0	4	0	0
OTU_293	uncultured flavobacterium sp. ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__flavobacterium;s__flavobacterium spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	98.9010989010989	1.80493e-133	479.179			0	0	0	0	0	4	0	0
OTU_294	aj429239.1 sphingomonas faeni str. ma_olki  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__sphingomonadaceae;g__sphingomonas;s__sphingomonas faeni;superkingdom__bacteria	99.2673992673993	4.24478e-135	484.589			0	0	0	0	0	0	0	4
OTU_296	eu704216.1 human biliary stents clone klond03  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus faecalis;superkingdom__bacteria	95.970695970696	1.29964e-122	443.112			0	0	23	115	0	0	0	0
OTU_297	eu399704.1 mesorhizobium septentrionale str. ccbau 03133  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__phyllobacteriaceae;g__mesorhizobium;s__mesorhizobium septentrionale;superkingdom__bacteria	98.1684981684982	9.34975e-131	470.162			0	0	0	0	0	5	0	0
